course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
MCB 492,MCB,492,Senior Thesis,"3 to 5 Hours
3 to 5 undergraduate hours. No graduate credit.","Research conducted under the direction of a faculty member in the School of Molecular and Cellular Biology. Normally, the student enrolls in MCB 492 during the last semester on campus prior to graduation. In the semester preceding enrollment, interested students should consult with their faculty advisors concerning enrollment procedures. A minimum of 3 credit hours is required, and a thesis must be presented for credit to be received. Successful completion of MCB 492 is required in order to be eligible for graduation with distinction in MCB. 3 to 5 undergraduate hours. No graduate credit. Prerequisite: Two consecutive semesters of at least 2 credit hours of MCB 290 under the guidance of the same faculty member, or consent of instructor.","Prerequisite: Two consecutive semesters of at least 2 credit hours of MCB 290 under the guidance of the same faculty member, or consent of instructor.",No graduate credit.,,,,
MCB 493,MCB,493,Special Topics Mol Cell Biol,"1 to 4 Hours
1 TO 4 undergraduate hours. No graduate credit.",Discussion of current topics of interest within the broad domain of molecular and cellular biology; seminar or lecture format. Topics vary. 1 TO 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours. Prerequisite: Junior standing and consent of instructor.,Prerequisite: Junior standing and consent of instructor.,No graduate credit.,,,,3.57
MCB 501,MCB,501,Advanced Biochemistry,4 Hours,Focuses upon structure-function analyses of biomolecules and the chemical and evolutionary foundations of metabolic networks. Emphasis is on research methodology and current problems.,,,,,,3.46
MCB 502,MCB,502,Advanced Molecular and Cell Biology,4 Hours,An advanced course in molecular and cell biology. Emphasis is on research methodology and current problems.,,,,,,3.50
MCB 526,MCB,526,Adv Bacterial Pathogenesis,1 Hour,Advanced primary literature-based discussion course on bacterial pathogenesis. Graduate level companion course for MCB 426. Prerequisite: Concurrent or prior enrollment in MCB 426 or consent of instructor.,Prerequisite: Concurrent or prior enrollment in MCB 426 or consent of instructor.,,,,,
MCB 529,MCB,529,Special Topics in Cell and Developmental Biology,1 to 4 Hours,"Discussion of current topics of interest in higher eukaryotic cellular and molecular biology, development, neurobiology; seminar or lecture format. Topics vary. Approved for Letter and S/U grading. May be repeated if topics vary, to a maximum of 8 hours. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
MCB 530,MCB,530,Reproductive Physiol Seminar,1 Hour,Presentation and discussion of current literature as well as graduate student and staff research proposals and findings in reproductive physiology. May be repeated to a maximum of 4 hours. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
MCB 540,MCB,540,Scientific Writing,3 Hours,"Study of scientific communication, geared toward biologists. Topics include writing mechanics, grammar and sentence structure, abstracts for different audiences and purposes, grant writing, manuscript preparation, figure construction, oral presentations, and the grant-review process. Class consists of both lectures and time working in small groups to revise writing assignments. Assignments include weekly writing exercises, a full NIH-style grant proposal and grant reviews for a mock study section.",,,,,,3.65
MCB 542,MCB,542,Interdisciplinary Approaches to Neuroscience I,3 Hours,Same as NEUR 542 and PSYC 542. See NEUR 542.,,,,,,
MCB 543,MCB,543,Interdisciplinary Approaches to Neuroscience II,3 Hours,Same as NEUR 543 and PSYC 543. See NEUR 543.,,,,,,
MCB 545,MCB,545,Functional Genomics in Principle and Practice,3 Hours,"Experimental and analytical foundations of functional genomics, tailored to experimental biologists who are using high-throughput sequencing technologies to analyze function in animal genomes. Lectures cover experimental methods and tools available for bioinformatics analysis; students will gain experience in the use of online or command-line bioinformatics tools through weekly assignments. Advanced knowledge in eukaryotic molecular genetics is needed but bioinformatics skills are not required. Students must have access to a networked computer on which they can load software in order to complete required assignments for the course. Prerequisite: MCB 502 or equivalent or consent of instructor.",Prerequisite: MCB 502 or equivalent or consent of instructor.,,,,,3.96
MCB 550,MCB,550,Biomolecular Physics,4 Hours,Same as BIOP 550 and PHYS 550. See PHYS 550.,,,,,,
MCB 553,MCB,553,Enzyme Reaction Mechanisms,3 or 4 Hours,Same as CHEM 572. See CHEM 572.,,,,,,
MCB 555,MCB,555,Anlys Biochemical Literature,2 Hours,Discussions of current research and literature. Required of all graduate students whose major is biochemistry. Same as BIOC 555. Prerequisite: Second year graduate standing in biochemistry or consent of instructor.,Prerequisite: Second year graduate standing in biochemistry or consent of instructor.,,,,,
MCB 561,MCB,561,Mechanisms Viral Pathogenesis,3 Hours,Same as PATH 519. See PATH 519.,,,,,,
MCB 571,MCB,571,Bioinformatics,4 Hours,"Same as ANSC 543, CHBE 571, and STAT 530. See CHBE 571.",,,,,,
MCB 580,MCB,580,Res Ethics & Responsibilities,1 Hour,"Lecture/discussion course focusing on research ethics and a variety of related issues that can influence success in graduate school in the biological sciences, including scientific integrity and compliance with regulations for laboratory research. Approved for letter and S/U grading. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
MCB 581,MCB,581,Laboratory Rotation I,3 Hours,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets first five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 582.,Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 582.,,,,,
MCB 582,MCB,582,Laboratory Rotation II,3 Hours,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets second five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581.,Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581.,,,,,
MCB 583,MCB,583,Laboratory Rotation III,3 Hours,Laboratory research methods; familiarization of first-year graduate students with experimental methods used in molecular and cellular biology research. Required of all first-year students entering MCB. Meets third five weeks of each term. Approved for S/U grading only. Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581 and MCB 582.,Prerequisite: First-year graduate status and consent of MCB graduate programs; concurrent registration in MCB 581 and MCB 582.,,,,,
MCB 585,MCB,585,Current Topics in Microbiology,1 Hour,"Discussions, reviews, and appraisal of special topics in microbiology and molecular biology; seminar or lecture. Topics vary. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
