course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
IS 439,IS,439,Web Development Using Application Framework,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","A course in the use and evaluation of Web application frameworks for system architects, designers, and developers. Experience in creating static Web sites using HTML and CSS. 3 undergraduate hours. 4 graduate hours. Prerequisite: Experience in Python programming (IS 430 or equivalent). Experience in creating static Web sites using HTML and CSS. Experience in creating dynamic Web sites using tools like PHP is helpful but not required. Experience in using relational databases is helpful but not required.",Prerequisite: Experience in Python programming (IS 430 or equivalent).,,,,,
IS 440,IS,440,Community Informatics Studio,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Studio-based learning methods, which are common in art and architectural education, are used to help students address a real-world problem or 'case'. Working in teams and mentored by the instructor and experts, students will learn how to 'be a professional' in an environment in which process is as important as project. During the term, students will participate in a cyclical process of design creation, presentation and critique culminating in a final presentation during the final day(s) of class of the finished proposal/design of how to address the case. Assumes experience in community engagement within a social justice framework. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 441,IS,441,Strategic Communication,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course introduces students to collaborative approaches to strategic communication designed to persuade, influence and cause action through free and informed choices. There are many methods and tools at the disposal of the strategic communicator. This course will focus on the ethics, forms, techniques and practices of data storytelling as the centerpiece of strategic communications that are appropriate and effective for the information professional. Students learn to coordinate multiple aspects of human-centered information solutions such as information visualizations. Serving diverse information needs and ensuring those needs are met, future information professionals are expected to understand, support, and innovate dynamism of the relationships between people, information and technology. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 444,IS,444,Legal Aspects of Information Systems,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course is intended to introduce students to principles, fundamental ideas, and cases in the Legal Aspects of Information Systems, with an emphasis on Intellectual Property Law and using scholarship as an exemplar information system, which is considered broadly. This course will be conducted in a seminar format and survey the literature and case law including copyright and open licensing, patents, and trademark law. We will discuss recent policy changes and their impact on the Intellectual Property rights. Where appropriate we will compare American jurisprudence to international Intellectual Property Law. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 445,IS,445,Data Visualization,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Data visualization is crucial to conveying information drawn from models, observations or investigations. This course will provide an overview of historical and modern techniques for visualizing data, drawing on quantitative, statistical, and network-focused datasets. Topics will include construction of communicative visualizations, the modern software ecosystem of visualization, and techniques for aggregation and interpretation of data through visualization. Particular attention will be paid to the Python ecosystem and multi-dimensional quantitative datasets. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 446,IS,446,Systems Analysis and Design,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Covers how to evaluate, select and manage information systems that will be used in the daily operation of libraries and information centers. Includes the systems used by technical staff and the information consumers. Course will focus on information as a product. Attention is given to the operation of an organization as a whole and the impact of change on the integration of resources, work flow and usability. Formal methods for modeling systems, and industry practice techniques of analysis are used to address these problems and opportunities. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 449,IS,449,Web Application Development,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course focuses on concepts and skills needed to build full stack web applications. Topics include Model-View-Controller architecture, database access, business logic implementation, advanced client-side scripting, authentication, and application security. Students will use popular client-side and server-side web application frameworks, such as React.js and Django, to study how these concepts are implemented in practice and to apply design/development principles to build realistic web applications. 3 undergraduate hours. 4 graduate hours. Prerequisite: IS 205, IS 206, and IS 229.","Prerequisite: IS 205, IS 206, and IS 229.",,,,,
IS 451,IS,451,Bibliography of Africa,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","We will focus on the identification and evaluation of African studies reference sources and library techniques as a foundation for in-depth research. Sources covered will be in all formats, including print, microform and electronic resources. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 453,IS,453,Information Books and Resources for Youth,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Evaluation, selection and use of information books and other resources for young people (ages 0-18) in public libraries and school media centers; explores standard selection criteria for factual print and nonprint materials in all formats and develops the ability to evaluate and promote nonfiction books and resources according to their various uses (personal and curricular) and according to young people's various needs (intellectual, emotional, social and physical). 3 undergraduate hours. 2 or 4 graduate hours.",,,,,,
IS 455,IS,455,Database Design and Prototyping,"4 Hours
4 undergraduate hours. 4 graduate hours.","The course provides students with both theoretical and practical training in good database design. By the end of the course students will create a conceptual data model using entity-relationship diagrams, understand the importance of referential integrity and how to enforce data integrity constraints when creating a database. Students will be proficient in writing basic queries in the structured query language (SQL) and have a general understanding of relational database theory including normalization. 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior Standing required.",Prerequisite: Junior Standing required.,,,,,
IS 456,IS,456,Information Storage and Retrieval,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduces problems of document representation, information need specification, and query processing. Describes the theories, models, and current research aimed at solving those problems. Primary focus is on bibliographic, text, and multimedia records. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 457,IS,457,Data Storytelling,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","An introduction to understanding data as a source for storytelling and to telling stories based on data. This process will include understanding and analyzing data sets to find informative aspects, changes, or contrasts that will provide the basic information for developing stories. Course participants will learn storytelling concepts, narrative theories, and performance techniques and develop stories in a collaborative workshop style. Students will work with data visualization toolkits, which will involve variable levels of coding and skill. By using storytelling techniques with data, students can develop, and tell well-evidenced stories, organizations can make better data-driven decisions. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 459,IS,459,Mobile Applications,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course introduces students to the fundamental concepts, cutting edge technologies and state-of-the-art research in Human Computer Interaction areas of mobile computing and ubiquitous computing. The course presents major mobile application domains systems design challenges, and design opportunities. Students' understanding will be reinforced through practical work in mobile system design, e.g., applying a video prototyping tool to design and evaluate a mobile system. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 461,IS,461,"Russian, East European, and Eurasian Bibliography & Research Methods","3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","With a focus on Russia, Eastern Europe, and Eurasia, students will investigate this fascinating part of the world, how it has been studied and represented by generations of scholars, scientists, writers, artists, government officials, and others, and how the many fruits of their labors are (or are not) accessible to us today. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 464,IS,464,Information Assurance,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","The course provides an introduction to the concepts, technologies, practices and challenges of Information Assurance. It takes a broad view of Information Security and Privacy and covers the essential principles for the protection of information systems; the relevant technologies; organizational concerns; policies, human aspects; legal approaches; criminology; and ethical issues. Students will gain an appreciation for the difficulty of designing, developing, deploying and maintaining information systems, services and software products that are secure and comply with expectations of security and privacy. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 466,IS,466,Accessible and Inclusive Technologies,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course introduces students to various technology challenges and needs of under-served populations (e.g., people with disabilities). We will examine various accessible and inclusive technologies to understand how they were built to serve specific under-served user groups but can also benefit a wider range of users. This course will also cover various design frameworks, guidelines and processes to create more inclusive designs and technologies. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 467,IS,467,Ethics and Policy for Data Science,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","The course will address common ethical challenges related to data including privacy, bias, and data access. These challenges will be explored through real-world cases of corporate settings, non-profits, governments, academic research, and healthcare. The course emphasizes the complexity of ethical decision-making and that trade-offs between priorities are often necessary. The course also considers how the burdens of addressing ethical concerns should be distributed among stakeholders. Students will be introduced to a range of relevant policy responses at the organizational, institutional, governmental,and supranational levels. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 471,IS,471,Instructional Strategies and Techniques for Information Professionals,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Provides an introduction to learning theories and instructional methods used in a variety of information settings, including libraries, archives, museums, online, and educational environments. Includes an overview of theoretical and applied research and discusses relevant issues and concepts. Students will have an opportunity to design and present an instructional program. 3 undergraduate hours. 2 or 4 graduate hours.",,,,,,
IS 477,IS,477,"Data Management, Curation & Reproducibility","3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Addresses issues in Data Management, Curation & Reproducibility from a Data Science perspective. We discuss definitions of data science, and then introduce and use the Data Science Life Cycle as an intellectual foundation. Topics include Research Artifact Identification and Management, Metadata, Repositories, Economics of Artifact Preservation and Sustainability, and Data Management Plans. We use the case study to ground our discussions in both data sets and in specific data science research. This course requires a final project that applies course knowledge to a data science experiment and creates a data management plan for that experiment. 3 undergraduate hours. 4 graduate hours. Prerequisite: IS 205 or STAT 207 or equivalent programming experience.",Prerequisite: IS 205 or STAT 207 or equivalent programming experience.,,,,,
IS 490,IS,490,Topics in Info Foundations,"2 to 4 Hours
2 to 4 undergraduate hours. 2 to 4 graduate hours.","Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor.","Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor.",,,,,
IS 491,IS,491,Topics in Information Services,"2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of information services, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 492,IS,492,Topics in Information Organizations & Social Contexts,"2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of information organizations and social contexts, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 493,IS,493,"Topics in Cultural Heritage, Collection Management & Preservation","2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of information cultural heritage, collection management and preservation, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 494,IS,494,"Topics in Management, Ethics & Policy","2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of management ethics and policy, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 495,IS,495,Topics in Organization & Representation,"2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of information organizations and representation, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 496,IS,496,Topics in Human-Centered Design & Systems,"2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within the field of human-centered design and systems, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 497,IS,497,Topics in Data Analytics & Data Science,"2 to 4 Hours
2 to 4 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and topics courses within Data Analytics & Data Science, intended to augment the existing Information Sciences curricula. Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 499,IS,499,Topics in Web Design & Development,"2 to 4 Hours
3 undergraduate hours. 2 to 4 graduate hours.","Variety of newly developed and current topics courses within Web Design & Development, intended to augment the existing Information Sciences curricula. 3 undergraduate hours. 2 to 4 graduate hours. May be repeated if topics vary.",,,,,,
IS 500,IS,500,Introduction to the iSchool,0 to 2 Hours,"Introduces graduate students to the School of Information Sciences (the iSchool). Students will learn best practices for success in their program. They will also learn about resources and support provided by the School and the University while building community among their peers, faculty, staff and alumni. Various sections address different graduate student audiences and needs. Approved for Letter and S/U grading.",,,,,,
IS 501,IS,501,Reference and Information Services,4 Hours,"Explores reference and information services in a variety of settings, introduces widely used print and online sources, and develops question negotiation skills and search strategies.",,,,,,
IS 503,IS,503,History of Children's Lit,2 or 4 Hours,"Interpretation of children's literature from the earliest times, including the impact of changing social and cultural patterns on books for children; attention to early printers and publishers of children's books and to magazines for children.",,,,,,
IS 504,IS,504,Sociotechnical Information Systems,4 Hours,"The character, success, and costs/benefits of information technologies are socio-technical matters. Because of this, best practice for IT design and integration relies on participants' ability to understand and create for the totality of those settings, including social and technical dimensions. This course provides students with analytic tools for examining socio-technical settings and experience in applying that knowledge in IT modeling, design and management.",,,,,,
IS 505,IS,505,Information Organization and Access,4 Hours,"Emphasizes information organization and access in settings and systems of different kinds. Traces the information transfer process from the generation of knowledge through its storage and use in both print and non-print formats. Consideration will be given to the creation of information systems: the principles and practice of selection and preservation, methods of organizing information for retrieval and display, the operation of organizations that provide information services, and the information service needs of various user communities.",,,,,,
IS 506,IS,506,Human-Centered Information Systems,4 Hours,"This course provides students the fundamental theory and skills necessary to design, develop, and evaluate human centered information systems. By the end of the course students will be able to gather user needs in light of existing sociotechnical systems, design effective human centered interfaces, implement interactive prototypes, and conduct unit testing and user studies of software. The course will employ lectures, mini projects and in-class hands-on activities to reinforce the ideas presented.",,,,,,
IS 507,IS,507,"Data, Statistical Models and Information",4 Hours,"An introduction to statistical and probabilistic models as they pertain to quantifying information, assessing information quality, and principled application of information to decision making, with focus on model selection and gauging model quality. The course reviews relevant results from probability theory, parametric and non-parametric predictive models, as well as extensions of these models for unsupervised learning. Applications of statistical and probabilistic models to tasks in information management (e.g. prediction, ranking, and data reduction) are emphasized. Prerequisite: Graduate standing.",Prerequisite: Graduate standing.,,,,,
IS 508,IS,508,Seminar in Information Foundations,4 Hours,"This seminar course will offer an advanced graduate survey of research in areas related to information foundations, across a wide range of topics. This course is designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate semesters to a maximum of 16 hours, if topics vary.",,,,,,
IS 509,IS,509,History and Foundations of Information Science,4 Hours,"Provides an introduction to the historical foundations of IS. Examinations of the interactions of socio-cultural, technological and professional factors underlying the emergence of IS provide a basis for exploring more recent developments in theory and practice. Required IS Ph.D. course.",,,,,,
IS 510,IS,510,"Libraries, Information and Society",4 Hours,"Explores major issues in the library and information science professions as they involve their communities of users and sponsors. Analyzes specific situations that reflect the professional agenda of these fields, including intellectual freedom, community service, professional ethics, social responsibilities, intellectual property, literacy, historical and international models, the socio-cultural role of libraries and information agencies and professionalism in general, focusing in particular on the interrelationships among these issues. Prerequisite: Required M.S. in library and information science degree core course.",Prerequisite: Required M.S. in library and information science degree core course.,,,,,
IS 511,IS,511,Scholarly Communications,2 or 4 Hours,"A basic level of scholarly communication literacy and sophistication is an increasing requirement of academic librarians, both to inform their work and to make those librarians effective partners in the scholarly enterprise. This course is designed to cultivate and develop that literacy. It will address topics such as: the established modes of scholarly communication and the emergence of alternatives influenced by the growth of social media and other forms of networked communication; the divide between formal and informal modes of scholarly communication and the current state of flux as that divide begins to collapse; the varying economies of scholarship (the reputation and prestige economy, the financial economy both in the market and in the mission-driven research academy, and the economic impact of scholarly communication decisions upon library budgets); modes of credentialing scholarship and their impact upon professional advancement, with special attention to peer review and its (current?) discontents; scholarship as intellectual property and the most effective ways to manage that property and achieve scholarly goals; and issues in access and preservation as they relate to ensuring the future of the scholarly conversation.",,,,,,
IS 514,IS,514,Applied Business Research,4 Hours,"As an experiential learning class, this course covers advanced techniques of business research with an emphasis on managing real-world client projects. Students will be assigned to teams and work with clients to identify research requirements and construct recommendations. Students will acquire critical skills in creating professional deliverables through client engagements. Students will build professional research portfolios at the conclusion of their projects. May be repeated in separate terms up to 8 hours if topics vary. Prerequisite: Instructor approval required.",Prerequisite: Instructor approval required.,,,,,
IS 515,IS,515,Information Modeling,4 Hours,"Information modeling is critical to all information systems and analysis. This course introduces students to foundational frameworks (set theory and logics) and basic underlying objects (entities, attributes, and relations) of information modeling. A variety of modeling approaches (use case modeling, relational database design, first-order predicate logic, and semantic web technologies) are considered, and recent developments (non-relational databases and knowledge graphs) are reviewed. Modeling strategies are assessed by their expressiveness and reasoning capabilities.",,,,,,
IS 516,IS,516,Scalable Information Systems,4 Hours,"Focuses on large-scale information systems and analyzes the design and development principles and infrastructures that make them scalable and reliable. Topics include issues in scalability and availability, distributed system design, virtualization, scalability testing, and popular frameworks and platforms, such as Hadoop/MapReduce, Apache Spark, Amazon Web Services. Real-world, large-scale information systems, such as those developed by Google, Amazon, and Facebook, etc., are discussed and analyzed as use cases.",,,,,,
IS 517,IS,517,Methods of Data Science,4 Hours,"A dramatic increase in computing power has enabled new areas of data science to develop in statistical modeling and analysis. These areas cover predictive and descriptive learning and bridge between ideas and theory in statistics, computer science, and artificial intelligence. We will cover methods including predictive learning: estimating models from data to predict future outcomes. Regression topics include linear regression with recent advances using large numbers of variables, smoothing techniques, additive models, and local regression. Classification topics include linear regression, regularization, logistic regression, discriminant analysis, splines, support vector machines, generalized additive models, naive Bayes, mixture models and nearest neighbor methods as time permits. Lastly we develop neural networks and deep learning techniques, bridging the theory introduced in the earlier parts of the class to purely empirical methods. We situate the course components in the ""data science lifecycle"" as part of the larger set of practices in the discovery and communication of scientific findings. Prerequisite: IS 507 or equivalent (e.g. intro probability/stats STAT 100, CS 361, or ECON 202); and IS 490 IDS/CS 398 ID/STAT 490 or CS101 or equivalent; or consent of the instructor. Linear Algebra recommended at the level of MATH 125; Calculus recommended at the level of MATH 220.","Prerequisite: IS 507 or equivalent (e.g. intro probability/stats STAT 100, CS 361, or ECON 202); and IS 490 IDS/CS 398 ID/STAT 490 or CS101 or equivalent; or consent of the instructor.",,,,,
IS 518,IS,518,Seminar in Information Services,4 Hours,"Offers an advanced graduate survey of research in areas related to information services, across a wide range of topics. Designed to benefit from guest lectures. Composed of both lectures and discussions. May be repeated in the same or separate terms for a maximum of 16 hours if the topics vary.",,,,,,
IS 519,IS,519,Research Design in Information Science,4 Hours,"Provides an introduction to the design of IS research, beginning with an in-depth consideration of the philosophical and logical underpinnings of research. A brief survey of different methods used in IS research is followed by an exploration of research design issues through comparative hands-on exercises. Throughout the course, the emphasis will be on research design choices, especially the connections between research questions and research methods. Required IS Ph.D. course.",,,,,,
IS 521,IS,521,Digital Libraries,4 Hours,"A comprehensive examination of the history and state-of-the-art in digital library research and practice. Focuses upon the theoretical, technological, human factors and evaluative components of digital library research and practice. Course includes an intensive reading of the literature, review of existing technologies and proof-of-concepts implementation projects. Students should have access to a personal computer on which they can experiment on their own with downloaded software tools. Students must be competent in basic computing including the installation and configuration of software packages. Prerequisite: IS 5IS 505 or consent of instructor; previous or concurrent enrollment in IS 430 (either the 2 credit hours or the 4 credit hours of Foundations Info Processing are acceptable), or proof of competency in programming.","Prerequisite: IS 5IS 505 or consent of instructor; previous or concurrent enrollment in IS 430 (either the 2 credit hours or the 4 credit hours of Foundations Info Processing are acceptable), or proof of competency in programming.",,,,,
IS 522,IS,522,Library Buildings,2 or 4 Hours,"Studies the library's physical plant in the light of changing concepts and patterns of library service; analyzes present-day library buildings (both new and remodeled), and their comparison with each other as well as with buildings of the past; examines the interrelationship of staff, collections, users, and physical plant; discussion supplemented by visits to new libraries and conference with their staffs. A two-day field trip is required. Additional fees may apply. See Class Schedule.",,,,,,
IS 523,IS,523,Preserving Info Resources,4 Hours,"Covers the broad range of library preservation and conservation for book and nonbook materials relating these efforts to the total library environment; emphasizes how the preservation of collections affects collection management and development, technical services, access to materials and service to users.",,,,,,
IS 524,IS,524,Data Goverance,2 or 4 Hours,"The course will address issues of data governance, including data ethics, and design and implementation of policy responses and best practices. Topics include privacy, discrimination, data sharing, data quality, and building a diverse workforce. These topics will be explored through real-world cases in corporate settings, libraries, non-profits, healthcare, governments, and academe. The course will also cover principles and frameworks for analyzing and responding to issues. The course is suitable for anyone planning to work in a professional setting that will involve handling data or building information systems, or seeking a grounding for future study of data and information ethics.",,,,,,
IS 525,IS,525,Data Warehousing and Business Intelligence,4 Hours,"This course examines the construction of a data warehouse and business intelligence system. It will review the roles and requirements of building the system, including data modelling and business intelligence product design. This course will explore real-world case studies of data warehouse and business intelligence projects through hands-on experience with data modelling, Business Objects, Power BI and Tableau. The course culminates with a final project to design a solution for a business case.",,,,,,
IS 526,IS,526,Building Advanced Interactive Systems,4 Hours,"This course will teach students about building inclusive interactive systems. They will learn to gather and understand user requirements and needs for a wide range of user populations, especially those that are under-served (e.g., children, older adults, people with disabilities), apply inclusive design frameworks and principles, and design, develop, evaluate and improve interactive prototypes in an iterative manner.",,,,,,
IS 527,IS,527,Network Analysis,4 Hours,"Network Analysis has become a widely adopted method for studying the interactions between social agents, information and infrastructures. The strong demand for expertise in network analysis has been fueled by the widespread acknowledgement that everything is connected and the popularity of social networking services. This interdisciplinary course introduces students to fundamental theories, concepts, methods and applications of network analysis in a practical manner. Students learn and practice hands-on skills in collecting, analyzing and visualizing network data.",,,,,,
IS 528,IS,528,Seminar in Information Organizations & Social Contexts,4 Hours,"This seminar course will offer an advanced graduate survey of research in areas related to information in Information Organizations & Social Contexts, across a wide range of topics. This course is designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate terms for a maximum of 16 hours if the topics vary.",,,,,,
IS 529,IS,529,Doctoral ProSeminar,1 Hour,"A core course for all first year Information Science PhD students. The seminar serves as a venue for the development of a variety of skills and capacities to succeed as a scholar. Throughout the term, students will engage in a series of tasks designed as an initiation to the academic profession. The seminar offers a mix of sessions on progression through the Ph.D. degree program, the research process, guidance on the academic profession, and written and oral presentation of scholarly research. While students will receive feedback from the instructor, this is a seminar, meaning that active student participation and peer feedback is crucial. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. Prerequisite: PhD Students in Information Sciences.",Prerequisite: PhD Students in Information Sciences.,,,,,
IS 530,IS,530,Collection Development,4 Hours,"Examines issues affecting the development and management of collections for academic, public, special, and school libraries: collection development policies, collection assessment, the marketplace, publishing, legal issues, and budget allocation; document delivery; collaboration and cooperation. Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20), or concurrent enrollment in IS 505 and IS 530.","Prerequisite: IS 505 - Information, Organization and Access (formerly IS 501 prior to FA 20), or concurrent enrollment in IS 505 and IS 530.",,,,,
IS 532,IS,532,School Library Management,2 or 4 Hours,"School Library Information Specialists serve children and young adults (ages 5-18) in K-12 school library media centers. Students will acquire specific knowledge, skills and competencies needed to design, develop, integrate and assess curriculum and instruction with an emphasis on the information needs of K-12 students. Readings and projects provide students with opportunities to apply the practical knowledge and skills they have learned about building reading literacy, teaching information literacy skills, collaborating with teachers and integrating resources into teaching and learning.",,,,,,
IS 533,IS,533,Oral History Methods,4 Hours,"This methods seminar engages with the theory and practice of oral history through reading, discussion, and practice. Students will: gain hands-on experience with interviewing and transcription, be prepared to work with Institutional Review Boards, understand how to design consent and legal release forms, and will engage with relevant ethical and theoretical issues.",,,,,,
IS 534,IS,534,Information Consulting,4 Hours,"This course is designed to provide fundamental knowledge in providing research services and also introduce the latest trends and innovative approaches in research services. Information professionals are increasingly being challenged to provide not just data but insights and recommendations that are critical for strategic decision making. Using methodologies widely adopted by professional firms and researchers, this course will cover basics of research consulting including framing research problems, developing deliverables, and presenting professionally.",,,,,,
IS 537,IS,537,Theory & Practice of Data Cleaning,4 Hours,"Data cleaning (also: cleansing) is the process of assessing and improving data quality for later analysis and use, and is a crucial part of data curation and analysis. This course identifies data quality issues throughout the data lifecycle, and reviews specific techniques and approaches for checking and improving data quality. Techniques are drawn primarily from the database community, using schema-level and instance-level information, and from different scientific communities, which are developing practical tools for data pre-processing and cleaning. Same as CS 513.",,,,,,
IS 538,IS,538,"Seminar in Cultural Heritage, Collection Management, & Preservation",4 Hours,"Offers an advanced graduate survey of research in areas related to research in Cultural Heritage, Collection Management, & Preservation, across a wide range of topics. Designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate terms for a maximum of 16 hours if the topics vary.",,,,,,
IS 540,IS,540,Social Justice in the Information Professions,2 or 4 Hours,"Intended to provide a historic and contemporary overview of social justice and advocacy work in librarianship. The course will be primarily focused on activities in the United States, though international movements and perspectives will be addressed. Topics include: desegregation of libraries and professional associations; recruitment and retention of library workers from traditionally underrepresented populations; library outreach; intellectual freedom; and emerging critical theories and issues in the field. Prerequisite: Graduate student.",Prerequisite: Graduate student.,,,,,
IS 541,IS,541,Copyright for Information Professions,2 or 4 Hours,"Copyright is a complicated legal concept that affects all information institutions, including corporations, libraries, archives, and museums whether they are online or off. This course will explore copyright from both a legal and information management perspective to demystify the concept and provide practical tools for working with copyrighted material. Topics discussed include the Constitutional underpinnings of copyright, copyright basics, copyright exceptions, fair use, the open access movement, licensing, data and copyright, and educational issues relating to copyright including issues related to K-12 teaching. This course is designed for students with a variety of backgrounds and interests.",,,,,,
IS 542,IS,542,Research and Inquiry for Youth,4 Hours,"This course is designed to prepare school librarians to serve as instructional leaders in their learning communities, positioned to transform teaching and learning in order to ensure students are college, career, and community ready. Participants will develop strategies and practices to support the school's curriculum through the roles of instructional partner, information specialist, and teacher. The school librarian has a leadership role in designing authentic learning activities in research and guided inquiry to prepare students in both the process and attitudes necessary to identify and meet their own lifelong information needs.",,,,,,
IS 543,IS,543,Digital Preservation,4 Hours,"Examines current problems with and approaches to digital preservation that are fundamental to the long-term accessibility of digital materials. Examines the range of current research problems, along with emerging methods and tools, and assesses a variety of organizational scenarios to plan and implement a preservation plan. Topics include basic information theory, preservation of complex digital objects; standards and specifications; sustainability and risk assessment; authenticity, integrity, quality control, and certification; and management of preservation activities.",,,,,,
IS 544,IS,544,Administration & Management of Libraries and Information Centers,4 Hours,"Designed to explore the principles that govern how organizations and institutions work, this course provides a foundation for and introduction to the theories, practices and procedures involved in the management and administration of libraries and information centers.",,,,,,
IS 545,IS,545,Advanced Data Visualization,4 Hours,"This seminar-style course will cover advanced topics in visualization techniques. This will cover topics such as the history of visualization techniques, the perception and understanding of visual information, and new frontiers in displaying quantitative information. We will explore the modern technical stack for creating and sharing visualizations, including topics in javascript, python, and reactive frameworks.",,,,,,
IS 547,IS,547,Foundations of Data Curation,4 Hours,"Data curation is the active and on-going management of data through its lifecycle of interest and usefulness to scholarship, science, and education; curation activities and policies enable data discovery and retrieval, maintain data quality and add value, and provide for re-use over time. This course provides an overview of a broad range of theoretical and practical problems in the emerging field, examining issues related to appraisal and selection, long-lived data collections, research lifecycles, workflows, metadata, and legal and intellectual property issues.",,,,,,
IS 548,IS,548,"Seminar in Management, Ethics, & Policy",4 Hours,"Offers an advanced graduate survey of research in areas related to research in management, ethics, & policy, across a wide range of topics. Designed to incorporate multiple guest lectures. Weekly class meetings will be composed of both lectures and discussions. May be repeated in the same or separate terms for a maximum of 16 hours if the topics vary.",,,,,,
IS 549,IS,549,Practicum,2 Hours,Supervised field experience of professional-level duties in an approved library or information center. Approved for S/U grading only. A maximum of 2 hours may be applied toward a degree program. Prerequisite: Completion of 12 graduate hours of information sciences courses; submission of Practicum forms.,Prerequisite: Completion of 12 graduate hours of information sciences courses; submission of Practicum forms.,,,,,
